"Summary","UID","Description","Location","Start Time","End Time","URL"
"Quality customer service is S.E.E.D. workshop topic","24102@utexas.edu","This hands-on workshop provides you with strategies for delivering quality customer service by incorporating key improvisation principles. You will learn how to put these techniques into practice through group activities and discussion. Presented by the Texas Interdisciplinary Plan.","North Office Building A (NOA) 4.106A","2013-02-26 17:00:00-06:00","2013-02-26 18:00:00-06:00","http://tinyurl.com/dxt58sa"
"Business Honors Program holds sophomore transfer info session","24106@utexas.edu","The Business Honors Program (BHP), part of the McCombs School of Business, provides a world-class education, countless opportunities and a tight-knit student community. Learn more about the application process, meet the recruiting team and ask questions about BHP student life.

","McCombs School of Business (CBA) 4.304","2013-02-26 17:00:00-06:00","2013-02-26 18:00:00-06:00","https://www.mccombs.utexas.edu/BHP.aspx"
"Forty Acres Fest first mandatory info session held","24108@utexas.edu","Forty Acres Fest takes place Saturday, April 6. This information session is the first of two mandatory meetings for all organizations that will be participating. Participating organizations must attend one of two mandatory meetings. The alternate meeting takes place at 6 p.m. on Feb. 27, in the SAC auditorium. Applications are at link below. Priority deadline to apply is Friday, March 8. Regular deadline is Friday, March 22.","Texas Union Building (UNB), Texas Governor's Room 3.116","2013-02-26 18:00:00-06:00","2013-02-26 19:00:00-06:00","http://deanofstudents.utexas.edu/sa/40acres/index.php]http://deanofstudents.utexas.edu/sa/40acres/index.php"
"Texas MSTC information session held","23223@utexas.edu","Learn about the Master's of Science in Technology Commercialization (MSTC) at this information session. The session begins with a presentation by Program Director Dr. Gary Cadenhead, followed by alumni comments and an open forum for questions.","AT&T Executive Education and Conference Center (ATT) 107","2013-02-26 18:30:00-06:00","2013-02-26 20:00:00-06:00","http://www.TEXASmstc.org"
"VAC presents Art in Practice with George Scheer","24111@utexas.edu","Art in Practice welcomes George Scheer, co-founder and executive director of Elsewhere, a living museum, international residency program and educational laboratory in Greensboro, North Carolina. 



Art in Practice is a program series that provides guidance and insight into the professional world for students preparing for careers in the arts. Topics of conversation range from a nuts-and-bolts approach to gaining valuable job skills, to broad issues relevant to creative culture as a whole.","Art Building (ART) 1.120","2013-02-26 18:30:00-06:00","2013-02-26 20:00:00-06:00","http://utvac.org/programs/art-practice-george-scheer-executive-director-elsewhere"
"Forum discusses fracking boom and the Texas legislature","24110@utexas.edu","KUT's StateImpact Texas reporter Mose Buchele moderates a panel of Texas legislators - including State Senators Rodney Ellis (Houston) and Carlos Uresti (San Antonio), and Texas state representative Tryon Lewis (Odessa) - discussing the prospects for new laws about fracking during this legislative session. Doors open at 6 p.m.","Belo Center for New Media (BMC), second-floor auditorium 2.106","2013-02-26 18:30:00-06:00","2013-02-26 20:30:00-06:00","http://stateimpact.npr.org/texas/"
"American Romance program presented by University Orchestra","24195@utexas.edu","Bassist Elizabeth Lehr joins the UT University Orchestra in a performance of composer and UT alumnus Peter Askim's ""Islands: Concerto for Double Bass and String Orchestra."" Leonard Bernstein's effervescent and witty ""Overture from Candide"" and Howard Hanson's lush and sensuous ""Symphony No. 2, 'Romantic'"" round out the program.","Music Building (MRH), Bates Recital Hall 3.838","2013-02-26 19:00:00-06:00","2013-02-26 21:00:00-06:00","http://www.music.utexas.edu/calendar/details.aspx?id=23307"
"Hook the Cure holds general meeting","24175@utexas.edu","Members of Hook the Cure come together under one common goal: to raise diabetes awareness. Refreshments served. All majors welcome.","Benedict Hall (BEN) 1.122","2013-02-26 19:00:00-06:00","2013-02-26 20:00:00-06:00","http://texashookthecure.weebly.com/"
"Operation Smile meets","24219@utexas.edu","Operation Smile is a nonprofit organization that transforms lives across the globe by funding surgeries for children and young adults who are born with facial deformities, specifically cleft lip or cleft palate. Join us in our efforts to spread smiles. New members welcome. Food provided.","Parlin Hall (PAR) 208","2013-02-26 19:00:00-06:00","2013-02-26 20:00:00-06:00",""
"""A Night in Vegas"" is casino night for students","24164@utexas.edu","The Student Events Center's Tournaments & Games Committee transforms the Texas Union Ballroom into A Night in Vegas, featuring all of the classic table and card games found in casinos. The best part is that there is no money involved. Big prizes available for those who win big at the tables.","Texas Union Building (UNB), ballroom 3.202","2013-02-26 19:30:00-06:00","2013-02-26 23:30:00-06:00",""
"Women's basketball plays TCU","24148@utexas.edu","Texas women's basketball hosts the TCU Horned Frogs. Join the team for a post-game wrap-up on the Frank Erwin Center court.  Open to all fans. For more access to the Texas Women's Basketball program, join the Fast Break Club, the team's official fan club, by emailing FastBreakClub@athletics.utexas.edu.","Frank Erwin Center","2013-02-26 20:00:00-06:00","2013-02-26 22:00:00-06:00","http://texassports.com"
"Is America ready for comprehensive immigration reform?","24167@utexas.edu","Professionals in a diverse set of fields share their perspectives on the policy and politics of immigration reform in a panel. Discussion will focus on the upcoming bipartisan proposal from the ""Gang of Eight,"" its implications for immigrant families and the nation. Lunch served.



Panelists include Bill Beardall (Transnational Workers Law Clinic), Joshua Trevino (Texas Public Policy Foundation) and Dr. Martha Menchaca (UT School of Anthropology), among other invited guests. Moderated by Dr. Victor Saenz (UT School of Education).","Sid Richardson Hall (SRH) 3.124","2013-02-27 12:15:00-06:00","2013-02-27 13:45:00-06:00",""
"Learn to be a top performer at S.E.E.D. workshop","24021@utexas.edu","This workshop on how to be a top performer is offered for students employed by UT Austin, and geared toward student employees without prior employment experience in the university environment, as well as experienced student employees who want pointers on good job performance. Presented by Human Resource Services.","North Office Building A (NOA) 4.106A","2013-02-27 13:00:00-06:00","2013-02-27 14:00:00-06:00","http://tinyurl.com/a7a4ezk"
"Research poster design class offered","24007@utexas.edu","Poster design classes are open to all undergraduates who are interested in creating a poster about their research. Learn about research poster content, design guidelines and timelines, and presentation tips. RSVP by email to uresearch@austin.utexas.edu or call 512-471-5949.","Flawn Academic Center (FAC) 328","2013-02-27 14:00:00-06:00","2013-02-27 15:30:00-06:00","http://www.utexas.edu/ugs/our/students/poster-workshops"
"Learn to conduct a science research literature review","23362@utexas.edu","Learn how to conduct a thorough literature review and get a brief overview of the tools and resources available to find and cite sources. This session focuses on the sciences and is geared toward advanced undergraduates, graduate students and research staff.

","Engineering-Science Building (ENS) 115","2013-02-27 14:00:00-06:00","2013-02-27 15:30:00-06:00","http://www.lib.utexas.edu/services/instruction/classes/"
"Literature review class open to grad students, researchers","23363@utexas.edu","Learn how to structure a literature review focused on social sciences, area studies and humanities. Learn to use background information to shape your research question, how to find examples of literature reviews and how to find the tools and resources to evaluate and cite sources. For graduate students and research staff.","Perry-Castaneda Library (PCL) 1.124","2013-02-27 15:00:00-06:00","2013-02-27 16:00:00-06:00","http://www.lib.utexas.edu/services/instruction/classes/"
"Natalie Byfield discusses race and the news media","24196@utexas.edu","Professor Natalie Byfield of the Department of Sociology and Anthropology at St. John's University, New York, discusses negative media representations of black males, with a focus on the racialized portrayals in press coverage of the sexual assault of the Central Park jogger that led to the subsequent wrongful conviction of five black and Latino teens.","Belo Center for New Media (BMC) 5.208","2013-02-27 15:00:00-06:00","2013-02-27 17:00:00-06:00","http://communication.utexas.edu/senior-fellows/public-events-and-lectures-spring-2013"
"Jewish humor is topic of talk","24234@utexas.edu","Jews don't have a monopoly on humor, but how does one account for the incontrovertible cultural phenomenon of ""Old Jews Telling Jokes""? Humor played an important role in Yiddish-speaking Jewish life, and the joke was a central vehicle of that humor. Dr. Jordan Finkin addresses these issues, examining what's so Jewish about Jewish humor through the lens of the joke.","College of Liberal Arts Building (CLA) 1.302D","2013-02-27 16:00:00-06:00","2013-02-27 17:00:00-06:00","http://www.utexas.edu/cola/centers/scjs/events/25832"
"AIESEC international internship info session held","24192@utexas.edu","Interested in interning abroad? 

Attend an AIESEC information session to learn how you can work paid or unpaid, in a business-type setting or community development. Internships range from 6 weeks to 18 months. AIESEC is affiliated with 113 countries worldwide.","University Teaching Center (UTC) 3.122","2013-02-27 16:00:00-06:00","2013-02-27 17:00:00-06:00","http://www.facebook.com/events/139055159595460/"
"Cupcake Showdown comes to Jester dining hall","24235@utexas.edu","In Cupcake Showdown, competitors create completely original cupcakes using secret ingredients. A taste test decides whose cupcake reigns supreme. Contestants need you to cheer them on to victory in their quest to become cupcake champions. All are invited to join the fun by decorating an individual cupcake at the event.","J2 Dining Hall in Jester Center (201 E. 21st Street, Austin, TX, 78705)","2013-02-27 16:30:00-06:00","2013-02-27 19:30:00-06:00","http://www.facebook.com/events/322116084559547/"
"Investing for Life is Bevonomics workshop","24113@utexas.edu","Learn how to use investments to satisfy your financial goals. Funded in part by a grant from the Investor Protection Trust, www.investorprotection.org.



","Waggener Hall (WAG) 308","2013-02-27 16:30:00-06:00","2013-02-27 17:30:00-06:00","http://www.facebook.com/Bevonomics"
"Workshop looks at gender and advertising","24116@utexas.edu","The Gender and Sexuality Center presents an open training titled ""What Goods Are We Really Being Sold?"" This is an interactive workshop on which ideas of gender are reinforced through commercial advertising, and how this is done.","Student Activity Center (SAC) 3.112B","2013-02-27 17:00:00-06:00","2013-02-27 18:00:00-06:00",""
"Childhood obesity prevention is topic of talk","23480@utexas.edu","Mary Story, PhD, RD, presents a talk titled ""Childhood Obesity Prevention: Where Do We Go from Here?"" as part of the Department of Nutritional Sciences' ongoing speaker series. Story is the program director of Healthy Eating Eating Research with the Robert Wood Johnson Foundation, and co-director, Obesity Prevention Center at the University of Minnesota.","Gearing (GEA) 127","2013-02-27 17:00:00-06:00","2013-02-27 18:00:00-06:00","http://he.utexas.edu/ntr/chidhood-obesity-prevention-is-topic-of-talk"
"Improve your resume and cover letters","24117@utexas.edu","The Longhorn Center for Academic Excellence holds a seminar titled ""Improving Your Resume and Cover Letters"" as part of the 2013 ACE workshops. Contact Charles Lu at charleslu2002@gmail.com with questions.","University Teaching Center (UTC) 4.122","2013-02-27 17:30:00-06:00","2013-02-27 18:30:00-06:00","http://ddce.utexas.edu/academiccenter/ace-workshops/"
"Forty Acres Fest second mandatory info session held","24109@utexas.edu","Forty Acres Fest takes place Saturday, April 6. This information session is mandatory for all participating organizations. An alternate meeting takes place on Feb. 26, 6 p.m., in UNB 3.116. Application is located at link below. Priority deadline to apply is Friday, March 8. Regular deadline is Friday, March 22.","Student Activities Center (SAC), auditorium 1.402","2013-02-27 18:00:00-06:00","2013-02-27 19:00:00-06:00","http://deanofstudents.utexas.edu/sa/40acres/index.php"
"""Make a Difference"" dogdeball tournament held","24118@utexas.edu","The For Us From Us Scholarship Committee invites student organizations to participate in our Make a Difference Dodgeball Tournament. This charitable competition raises funds to support the For Us From Us Scholarship Award, granted to four outstanding Black or African-American students who exemplify academic excellence and community involvement. Visit the link below for more information.","Anna Hiss Gym (AHG) 133 & 135","2013-02-27 18:00:00-06:00","2013-02-27 20:00:00-06:00","http://www.utfufu.org/"
"Slow Food UT outing announced","24236@utexas.edu","Join Slow Food UT and Slow Food Austin for a chocolate-making slow session. Carpool available; email hbabich@utexas.edu to join carpool and visit the link below for more event information.","Carpool from Starbucks, 24th & Guadalupe; event at Clear Point Wellness, 2001 S. 1st St.","2013-02-27 18:30:00-06:00","2013-02-27 20:00:00-06:00","http://slowfoodaustin.org/2013/02/12/slow-session-artisanal-chocolate-making-2272013/"
"Muslims Without Borders Texas Members Social!","24220@utexas.edu","Muslims Without Borders Texas hosts its first members' social of the semester, featuring fun icebreaker activities, board games and fun. Food served.","Texas Union Building (UNB), Texas Governors' Room 3.116","2013-02-27 18:45:00-06:00","2013-02-27 20:30:00-06:00",""
"Central Texas Model United Nations meets","24221@utexas.edu","Central Texas Model United Nations meets to introduce new officers and discuss preliminary plans for next semester's conference, CTMUN 2013. Model United Nations organizations simulate the structure of the United Nations as way to immerse students in world affairs and international diplomacy.","Parlin Hall (PAR) 1, basement","2013-02-27 19:00:00-06:00","2013-02-27 19:30:00-06:00",""
"FIMRC, a medical aid group, holds general meeting","23945@utexas.edu","FIMRC is the Foundation for the International Medical Relief of Children. Our Texas chapter helps raise money for FIMRC's cause. This year, funding goes to buy iron supplements and other multivitamins for mothers in India. Attend this meeting to learn more about upcoming volunteering events. A speaker from Princeton Review is this week's guest.","Robert Lee Moore Hall (RLM) 5.112","2013-02-27 19:00:00-06:00","2013-02-27 20:00:00-06:00","http://sites.google.com/site/utexasfimrc/"
"Summer EMT class information session held","24237@utexas.edu","Get your questions answered about the summer EMT class offered on campus, and learn more about how you can join Longhorn EMS. ","College of Liberal Arts Building (CLA) 0.126","2013-02-27 19:00:00-06:00","2013-02-27 20:00:00-06:00","http://longhornems.org"
"Ray Sasaki and the Tone Road Ramblers perform","24119@utexas.edu","Ray Sasaki and the Tone Road Ramblers perform. The group describes their musical materials as involving extended techniques, the use of toys and unusual sound sources, micro tunings, diverse traditions of jazz, world music and the Western avant-garde.","Music Building (MRH), Bates Recital Hall 3.838","2013-02-27 19:30:00-06:00","2013-02-27 21:30:00-06:00","http://www.music.utexas.edu/calendar/details.aspx?id=29548"
"Stalin film series presents ""The Inner Circle""","24120@utexas.edu","The Stalin Film Series presents ""The Inner Circle"" (1991), a film by Russian director Andrei Konchalovsky that tells the story of Stalin's private projectionist and KGB officer Ivan Sanchin. The film will be introduced by History Professor Joan Neuberger. In English, 137 minutes.","Mezes Hall (MEZ) B0.306","2013-02-27 19:30:00-06:00","2013-02-27 22:30:00-06:00","http://www.utexas.edu/cola/centers/creees/"
"Jeremy Denk, piano, performs at Bass Concert Hall","21483@utexas.edu","Hailed as one of the great pianists of this generation, Jeremy Denk has steadily built a reputation with an unusually broad repertoire. This program includes works by Liszt and Brahms, and marks the concert debut of The Cornelia, Texas Performing Arts' new Steinway concert grand, a gift from the Mary Potishman Lard Trust and the Friedman children in honor of their mother Cornelia C. Friedman.","Bass Concert Hall (PAC)","2013-02-27 20:00:00-06:00","2013-02-27 22:00:00-06:00","http://ev9.evenue.net/cgi-bin/ncommerce3/SEGetEventList?groupCode=JD&linkID=tex-pac&shopperContext=&caller=&appCode=&RSRC=tex-pac&RDAT=DENK-tpa-EVT"
"Archaeologist spies are topic of scholar's talk","24228@utexas.edu","Dr. Susan Allen gives a lecture titled ""Archaeologist Spies: The Truth Behind the Myth."" Allen offers a unique perspective on an untold story, the first insiders' account of the U.S. intelligence service in World War II Greece and the eastern Mediterranean who drew on their personal contacts and knowledge of languages and terrain to set up spy networks in Nazi-occupied Greece. 



Co-sponsored by the Archaeological Institute of America.","Art Building (ART) 1.110","2013-02-27 20:00:00-06:00","2013-02-27 21:00:00-06:00","http://www.archaeological.org/events/9528"
"Men's basketball hosts Oklahoma","24169@utexas.edu","Texas men's basketball faces conference rival Oklahoma Sooners. The &#36;6 web coupon buys one End Court Mezzanine ticket and a coupon for 35 percent off purchase at the Texas Longhorns Official Team Shop at the game. Coupon must be redeemed at the Erwin Center Box Office on game day. Doors open one hour prior to the start of the game.","Frank Erwin Center","2013-02-27 20:00:00-06:00","2013-02-27 22:00:00-06:00","http://texassports.com"
"Forensics Engineering Conference slated","24121@utexas.edu","This CEU conference brings together the best of academia and industry for an exciting exchange on forensics engineering. Conference topics are lessons learned from hurricanes, building envelopes, structural failures, foundation and other case studies. Case studies and best practices from a full spectrum of industries, organizations and reference points will be showcased.","Pickle Research Campus (PRC), West Pickle Research Building, auditorium 1.118","2013-02-28 08:00:00-06:00","2013-02-28 17:30:00-06:00","http://lifelong.engr.utexas.edu/epd/course_1.cfm?course_num=1446"
"Report a bias incident to the Campus Climate Response Team","21233@utexas.edu","Do you know of a student organization hosting a party with a racist theme? Have you seen derogatory graffiti on campus regarding sexual orientation or gender identity? Have you overheard malicious threats intended to intimidate a person because of their religion? If so, contact the Campus Climate Response Team at the link below. Reporters may remain anonymous.



In an emergency, contact the University of Texas Police Department at 512-471-4441 or 911.","Campus-wide","2013-02-28 09:00:00-05:51","2013-02-28 17:00:00-05:51","http://www.utexas.edu/diversity/ccrt"
"Trash to Treasure sale on March 5 seeks volunteers","24275@utexas.edu","The Campus Environmental Center's Trash to Treasure sale takes place on March 5 from 10 a.m.-2 p.m. at the FAC Patio. Volunteers are needed from 8 a.m.-4 p.m. It's a fun job, and all the proceeds support the center's vision transforming UT into a more sustainable campus. Contact Emily Worthington at trashtotreasure@utenvironment.org for information.","Flawn Academic Center (FAC), patio","2013-02-28 09:00:00-05:51","2013-02-28 17:00:00-05:51","http://utenvironment.org"
"Creative Leadership course open for registration","17869@utexas.edu","Registration is open for a Creative Leadership course from the university's Professional Development Center (PDC): ""Innovation and Creativity for Project Managers"" is offered May 9. PDC is a department of the Division of Continuing and Innovative Education.","Thompson Conference Center (TCC)","2013-02-28 09:00:00-05:51","2013-02-28 17:00:00-05:51","http://www.utexas.edu/ce/pdc//certificate/leadership-management-innovation"
"Register for Strategic Communication courses from PDC","23535@utexas.edu","Register for a Strategic Communication courses from the university's Professional Development Center (PDC): ""Delivering the Strategic Message: Make the Manner and the Message Count"" takes place April 9. PDC is a department of the Division of Continuing and Innovative Education.","Thompson Conference Center","2013-02-28 09:00:00-05:51","2013-02-28 17:00:00-05:51","http://www.utexas.edu/ce/pdc/certificate/strategic-communication/"
"Scientific teaching improves classroom instruction","24201@utexas.edu","Dr. Eric Mazur of Harvard University gives a presentation on scientific teaching and how he uses classroom data to improve teaching and learning. Mazur is an internationally recognized scientist, researcher and founder of the Peer Instruction teaching model. 



The event will also unveil a free online resource, ""Making Decisions with Data,"" developed by the School of Undergraduate Studies and the Center for Teaching & Learning, with support from the Texas Higher Education Coordinating Board.","Student Activity Center (SAC), ballroom south","2013-02-28 10:00:00-06:00","2013-02-28 11:30:00-06:00",""
"Spanish-language forum joins journalists & academics","24262@utexas.edu","Journalists and academics come together in ""La Nueva Crónica: Diálogo entre Académicos y Periodistas"" to exchange ideas about the challenges of representing the new formations of violence in Latin America. Presented in Spanish. No translation available.","Sid Richardson Hall (SRH), Benson Latin American Collection 2nd floor conference room","2013-02-28 11:00:00-06:00","2013-02-28 18:00:00-06:00","http://www.utexas.edu/cola/insts/llilas/events/25181"
"Black History Month program features Mr. Clifton VanDyke","24238@utexas.edu","Share in a conversation with native Austinite Mr. Clifton VanDyke, the first Black man to work in the Office of Admissions. VanDyke was on campus with Mama Duren and Dr. John Warfield. He will discuss his campus experiences and the progress that has been made. 



VanDyke graduated from the original L.C. Anderson High School and attended Southern University in Baton Rouge, Louisiana, serving as drum major for the ""Marching 100"" band. His early professional positions included deputy district clerk for Travis County and director of the Neighborhood Youth Corp. His interest in education led him to positions with the Texas Higher Education Coordinating Board, followed by recruitment to the position of assistant director of Admissions at The University of Texas at Austin. His deep interest in community college education prompted VanDyke to accept the position of director of Admissions and Records at Austin Community College.","Student Activity Center (SAC), Legislative Assembly Room 2.302","2013-02-28 11:30:00-06:00","2013-02-28 13:00:00-06:00",""
"Attend a FAFSA info and completion session","23703@utexas.edu","The Free Application for Federal Student Aid (FAFSA) is the one application needed to apply for financial aid grants, work study and student loans for the 2013-2014 school year. Attend this session for help completing your FAFSA. Bring 2012 tax returns for yourself and your parent(s), or 2012 W-2s or 2011 tax returns. UT Austin's priority deadline is March 15.","Mezes Hall (MEZ) 2.120","2013-02-28 12:00:00-06:00","2013-02-28 15:00:00-06:00","http://finaid.utexas.edu/spotlights/FAFSA130_sessions.html"
"Michael & Susan Dell Lectureship in Child Health announced","23972@utexas.edu","The seventh annual Michael & Susan Dell Lectureship in Child Health focuses on the next steps that researchers, practitioners and the community can take to solve child and teen health issues such as obesity, substance abuse and tobacco use. For more information about this year's speakers, visit the link below.



While the annual Dell lectureship is focused on research and academics, the program aims to reach the community at large to share knowledge, raise awareness and inspire new actions to promote healthy children in a healthy world.","J.J. Pickle Research Campus (PRC), Commons Learning Center, Bldg. 137","2013-02-28 13:00:00-06:00","2013-02-28 17:30:00-06:00","http://www.childhealthlectureship.org"
"Research poster design class offered","24008@utexas.edu","Poster design classes are open to all undergraduates who are interested in creating a poster about their research. Learn about research poster content, design guidelines and timelines, and presentation tips. RSVP by email to uresearch@austin.utexas.edu or call 512-471-5949.","Flawn Academic Center (FAC) 328","2013-02-28 14:00:00-06:00","2013-02-28 15:30:00-06:00","http://www.utexas.edu/ugs/our/students/poster-workshops"
"Google Docs online course offered","24122@utexas.edu","Learn how to use Google Docs to share and collaboratively create documents, spreadsheets and slide presentations online.

This is an online class. At class start time, go to the web address for the class, select ""Enter as a Guest,"" type your name and click ""Enter Room."" You will need headphones or speakers and Flash 9 or higher.","Online","2013-02-28 14:00:00-06:00","2013-02-28 15:00:00-06:00","https://meeting.austin.utexas.edu/googledocs/"
"Climbing wall re-opens with open house event","24202@utexas.edu","An open house event celebrates the re-opening of the newly renovated and expanded climbing wall at Gregory Gym. Stop by for bouldering games, top rope climbing and giveaways. Climbing wall passes are on sale now, but UT students and RecSports members can enjoy open climbing (no pass required) through Feb. 28.","Gregory Gym (GRE)","2013-02-28 14:00:00-06:00","2013-02-28 17:00:00-06:00","http://www.utrecsports.org"
"Ninth annual Rare Book Lecture announced","24123@utexas.edu","The Tarlton Law Library at The University of Texas School of Law presents its ninth annual rare book lecture, ""Evidence from the Fifteenth Century: Tarlton Law Library's Earliest Printed Books."" The talk features Dr. Eric White, curator of Special Collections, Bridwell Library, Southern Methodist University.



In this talk, White uses examples from the Tarlton Law Library's Rare Book Collection to discuss the early history of printing and the many ways in which fifteenth-century books preserve evidence about reading and their readers. ","Townes Hall (TNH), Sheffield Room 2.111","2013-02-28 15:00:00-06:00","2013-02-28 17:00:00-06:00","http://tarlton.law.utexas.edu/rare/documents/rare_lecture9_Pressrelease_fullv2.pdf"
"Littlefield Lecture presents historian Jacquelyn Dowd Hall","24124@utexas.edu","The Department of History's Littlefield Lecture Series proudly presents Dr. Jacquelyn Dowd Hall, with a lecture titled ""Left of the New Deal: Radical Women and the Struggle to Put Race and the South at the Center of Reform."" Hall presents a subsequent lecture on Friday, March 1, 4-6 p.m., in CLA 0.126.



Hall is the Julia Cherry Spruill professor of history at the University of North Carolina, Chapel Hill.","Student Activity Center (SAC), Legislative Assembly Room 2.302","2013-02-28 16:00:00-06:00","2013-02-28 18:00:00-06:00","http://www.utexas.edu/cola/depts/history/events/23051"
"Mexican perspective on migration reform discussed","24263@utexas.edu","Agustin Escobar, CIESAS del Occidente, presents a talk on the Mexican perspective on U.S.-Mexico migration reform. CIESAS is the abbreviation of Centro de Investigaciones y Estudios Superiores en Antropología Social.","College of Liberal Arts Building (CLA) 1.302D","2013-02-28 16:00:00-06:00","2013-02-28 17:30:00-06:00","http://www.utexas.edu/cola/insts/llilas/events/26150"
"Art History Lecture Series presents Susanna McFadden","24170@utexas.edu","""Roman Wall Painting and the Megalographic Experience in Late Antiquity"" is a lecture presented by Susanna McFadden, Fordham University. McFadden examines the art, politics and culture of the late Roman world via an investigation of a particular genre of wall painting, the megalographia (a large-scale figural composition).","Art Building (ART) 1.120","2013-02-28 16:00:00-06:00","2013-02-28 18:00:00-06:00","https://www.utexas.edu/finearts/aah/event/art-history-lecture-series-presents-susanna-mcfadden"
"Smart grids are topic of Energy Symposium","24171@utexas.edu","John McDonald, director of Technical Strategy & Policy Development at GE Energy Management-Digital Energy, presents a talk titled ""All You Ever Wanted to Know About Smart Grids"" at this week's Energy Symposium. Cookies served at 5 p.m.","Mezes Hall (MEZ) 1.306","2013-02-28 17:15:00-06:00","2013-02-28 18:15:00-06:00","http://energy.utexas.edu/index.php?option=com_content&view=article&id=35&Itemid=147"
"University Elohim Fellowship discusses the Passover","24173@utexas.edu","Join University Elohim Fellowship for Bible study about the Passover and its link to eternal life. Contact UEFellowship2012@gmail.com with questions.","Parlin Hall (PAR) 301","2013-02-28 18:00:00-06:00","2013-02-28 19:00:00-06:00","http://uccspace.net/index.asp?lang=2"
"Graduate Christian Fellowship presents Udo Middelmann","24197@utexas.edu","Join the Texas Graduate Christian Fellowship for dinner followed by a lecture by Udo Middelmann, international scholar-in-residence at Nyack College, titled ""The Necessary Foundations for the Survival of Democracy in the 21st Century.""

","Hill House, 2104 Nueces Street","2013-02-28 18:00:00-06:00","2013-02-28 20:00:00-06:00","http://hillhouseaustin.org/index.php?option=com_events&task=view_detail&agid=305&year=2013&month=2&day=28&Itemid=32"
"AIESEC international internship info session held","24193@utexas.edu","Interested in interning abroad? 

Attend an AIESEC information session to learn how you can work paid or unpaid, in a business-type setting or community development. Internships range from 6 weeks to 18 months. AIESEC is affiliated with 113 countries worldwide.","Burdine Hall (BUR) 130","2013-02-28 18:00:00-06:00","2013-02-28 19:00:00-06:00","http://www.facebook.com/events/139055159595460/"
"Professionalism in the workplace is S.E.E.D. workshop topic","24172@utexas.edu","This workshop provides inside tips on creating and maintaining your professionalism, including a discussion of communication with staff, faculty and peers, along with important tips on interview protocol. Presented by University Unions.","Student Activity Center (SAC) 1.118","2013-02-28 18:00:00-06:00","2013-02-28 19:00:00-06:00","http://tinyurl.com/bsww54d"
"Careers in federal government to be talk topic","24198@utexas.edu","An executive from the Department of Energy discusses how to use your degree in careers in the federal government, including communications, outreach, research operations and policy.","Jackson Geological Sciences Building (JGB) 2.216","2013-02-28 18:15:00-06:00","2013-02-28 19:30:00-06:00","http://http://utfederalcareers.eventbrite.com/"
"VAV presents evening of original theater","24174@utexas.edu","Voices Against Violence presents an evening of original theater produced by UT students and Austin youth. The Changing Lives Youth Ensemble shares their original piece ""Above the Noise,"" followed by VAV Theatre for Dialogue Ensemble's ""Checking In, Checking Up - Everybody Facebook Stalks, Right?""","College of Liberal Arts Building (CLA) 0.130","2013-02-28 18:30:00-06:00","2013-02-28 21:00:00-06:00","http://www.cmhc.utexas.edu/vav_calendar.html"
"Muhammad (PBUH): Messenger of Peace presented","24239@utexas.edu","The University of Texas at Austin Ahmadiyya Muslim Students Organization is proud to host Muhammad (PBUH): Messenger of Peace, in conjunction with the Ahmadiyya Muslim Community of Austin. This event is among the first of a national campaign to refute misconceptions about the Prophet Muhammad and distinguish fact from fiction about his life and teachings. Food and drinks served.

","Welch Hall (WEL) 2.122, Convocation Center","2013-02-28 18:30:00-06:00","2013-02-28 20:30:00-06:00","http://www.facebook.com/events/112063502311789/"
"A Date with Science looks at dinner & dessert chemistry","24199@utexas.edu","Creative Chemistry presents ""A Date with Science: Dinner and Dessert Chemistry."" Learn about the chemical reactions that release robust flavors and how to alter the boost the flavor of food by altering its preparation.","Hackerman Building (NHB) 1.720","2013-02-28 18:30:00-06:00","2013-02-28 20:00:00-06:00",""
"UT Law's Assault & Flattery performs Harry Potter spoof","24207@utexas.edu","Assault & Flattery (A&F) presents ""Harry Potter and the Order of the Peregrinus,"" in which Harry and his motley crew of nerdy magic law students fight against the Slythegreens to secure the most desirable jobs that School of Magic Law can offer. Runs through Sunday, March 3, a matinee (see separate listing). Buy your ticket at link below. Showtime is 7 p.m.","School of Social Work (SSW), Utopia Theater","2013-02-28 18:30:00-06:00","2013-02-28 20:30:00-06:00","http://assaultandflattery.com/"
"Images of black men in mainstream media is scholar's topic","24176@utexas.edu","Professor Natalie Byfield of the Department of Sociology and Anthropology at St. John's University, New York, presents a talk titled ""Savage Portrayals: Images of Black Men in the Mainstream Media."" 



Byfield discusses negative media representations that have been a growing problem in the lives of black males, with a focus on the racialized portrayals in press coverage of the sexual assault of the Central Park jogger and that led to the subsequent wrongful conviction of five black and Latino teens.","St. James Episcopal Church, 1941 Webberville Road","2013-02-28 19:00:00-06:00","2013-02-28 21:00:00-06:00","http://www.thirdcoastactivist.org/events/savage-portrayals-images-of-black-men-in-the-mainstream-media/"
"""Pariah"" screened at GSC Movie Night","24177@utexas.edu","The Gender and Sexuality Center screens the award-winning feature film ""Pariah,"" a coming-of-age tale about a Brooklyn teenager coming to terms with her sexuality. Light snacks provided.","Student Activity Center (SAC), Gender and Sexuality Center 2.112","2013-02-28 19:00:00-06:00","2013-02-28 20:30:00-06:00",""
